Id,Name,Alt_Name,Family,Birth_Date,Death_Date,Earliest_Citation_Date,Latest_Citation_Date,Office Association,Office_Titles,Family_Relation_Type_Note,Family_Relation_Type,Family_Relation_Name,Office_Start_1,Office_End_1,Office_Start_2,Office_End_2,Regions_1,Regions_2,Note,Source (Secondary),Source (Primary)
739,Gerolamo Gentile,,Gentile,,,1607,1607,Post of Cremona,Courier,,,,,,,,Lombardy,Cremona,,,
740,Gio. Antonio de Volti,,Volti,,,1607,1607,Spanish Post of Milan (Volti),Postmaster,,,,,,,,Lombardy,Volti,,,"Archivo General de Simancas, Visitas, 399"
741,Giusepino Pozzano de Genova,,Genova,,,1607,1607,Spanish Post of Milan,Courier,,,,,1604,,,Lombardy,Milan,,,"Archivo General de Simancas, Visitas, 399"
742,Hieronimo de Corte,Hieronimo Violino,Corte,,,1607,1607,Spanish Post of Milan,Courier,,,,1586,1604,,,Lombardy,Milan,,,"Archivo General de Simancas, Visitas, 268"
743,Horatio da Lodi,,Lodi,,,1607,1607,Spanish Post of Milan,Courier,,,,,1604,,,Lombardy,Milan,,,"Archivo General de Simancas, Visitas, 399"
744,Iacopo Zoccoli,,Zoccoli,,,1607,1607,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
745,Jacomo Monte,,Monte,,,1607,1607,Spanish Post of Milan (Serravalle),Postmaster,,,,,,,,Lombardy,Serravalle,,,"Archivo General de Simancas, Visitas, 399"
746,Juan Tirazze,Giovanni Tirazza;Tirazze,Tirazze,,,1607,1607,Spanish Post of Milan,Courier,,,,1587,,,,Lombardy,Milan,Identified as Genovese,,"Archivo General de Simancas, Visitas, 399"
747,Oliviero Panizone,Oliver Panizone; Olivero Panizone Sacco,Panizone,,,1607,1607,Spanish Post of Milan,Postmaster Lieutenant,,,,1599?,,,,Lombardy,Milan,Mentioned as proprietor to office in later docs,,
748,Pietro Francesco Villano,,Villani,,,1607,1607,Spanish Post of Milan (Tortona),Postmaster,,,,,,,,Lombardy,Tortona,,,"Archivo General de Simancas, Visitas, 399"
749,Bartolo,Bortolo,Bartolo,,,1549,1608,Tuscan Couriers in Venice (Procacci),Courier (Procaccio),,,,,,,,Tuscany;Veneto,Florence;Venice,does some 30-40 years of service as portalettere; involved in Badoer affair,"Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.","ASF, Miscellanea Medicea 353; Archivio di Stato di Venezia, Inquisitori di Stato, 644."
750,Piero Bossis,Pietro Bossis,Bossis,,1608,1584,1608,Venetian Company of Couriers in Milan,Courier;Gastaldo (Vice Gastaldo?),,,,,1608,,,Veneto;Lombardy;Tuscany,Venice;Milan;Florence,Stationed in Florence from 1603;Milan from 1605; Replaced by Benetto Bossis,,
751,Nicolo Bosello,,Bosello,,,1596,1608,Venetian Company of Couriers,Courier,,,,1596,1608,,,Veneto,Venice,Appointed 1596 Nov 20 in place of Andrea Garibaldi,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
752,Valerio Cazulio,Valerio Cazzulio,Cazulio,,,1603,1608,,Spy,,,,,,,,Veneto,Turin;Venice,,"Preto, Paolo. I servizi segreti di Venezia. Milan: Saggiatore, 1994",
753,Carlo Van Wesselle,Van Wesel,Wesselle,,,1608,1608,,,,,,,,,,Netherlands,Brussels,Appears often in the letters of Ferdinand and Lamoral,,"Fürst Thurn und Taxis Hofbibliothek und Zentralarchiv Haus- und Familiensachen, 117"
754,Girolamo Mancini,,Mancini,,,1608,1608,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
755,M. Zuanne,,Zuanne,,,1608,1608,Venetian Company of Couriers (Brescia),Postmaster,,,,,,,,Veneto,Venice,,,
756,Morales,,Morales,,,1608,1608,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
757,Johann Pas Valtolin de Benedictis,de Benedetti,Valtolin,,,1561,1609,Imperial Post in Venice (Rovereto),Postmaster,,,,1561,1609,,,Austria;Veneto,Rovereto,,"Kustatscher, Erika. Die Innsbrucker Linie der Thurn und Taxis: Die Post in Tirol und den Vorlanden (1490–1769). Innsbruck, Austria: Universitätsverlag Wagner, 2018.",
758,Mariana de Tassis y Acuña,María de Tassis,Tassis,,,1566,1609,,,Mother of Count of Oñate,Parent,Count of Oñate,,,,,Spain,Madrid,"Mother of Count of Onate, see mention in Alberi by Francesco Morosini",,
759,Bollino,,Bollino,,,1582,1609,Merchant Postmaster of Milan,,,,,,,,,Lombardy,Venice,,,ASMI.CR.394
760,Davide Tasso,,Tassis,,1609,1582,1609,Imperial Post in Venice,Postmaster,,,,,1609,,,Lombardy,Milan,"""porte Orientali mediolensis""",,"Tass.D.7.13;Fürst Thurn und Taxis Hofbibliothek und Zentralarchiv Haus- und Familiensachen, 117"
761,Aurelio Ridolfi,di Spoleto,Ridolfi,,,1600,1609,Papal Post,Postmaster,,,,1600,1609,,,Lazio,Rome,,"Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.",
762,Visconte Cigala e Zapata,,Zapata,,,1605,1609,Spanish Post of Naples (Palermo),Postal Lieutenant,"Nephew of Diego Giacomo Zapata, mother Caterina",Nephew,Diego Giacomo Zapata,1605,1609,1610,1648,Sicily,,"Nephew of Diego Giacomo Zapata, mother Caterina",,
763,Fabrizio San Romanino,,Romanino,,,1608,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,ASF.MP.302;Medici Archive Project Vol 302 F 50
764,Berto Chiarini,,Chiarini,,,1609,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,Medici Archive Project Vol 302 F 49;ASF.MP.302
765,Berto Chiarini,,Chiarini,,,1609,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,ASF.MP.302
766,Cleofas Comenduna I,,Comenduno,,,1609,1609,Venetian Company of Couriers,Courier,Son of Luca Comenduna,Child,Luca Comenduna,1609,,,,Veneto,Venice,Son of Luca Comenduna,,
767,Filippo Conderoni,,Conderoni,,,1609,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
768,Pierfrancesco Alciato,,Alcaito,,,1609,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP; Relation to Venetian couriers?,,
769,Piero Capacci,,Capacci,,,1609,1609,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,Medici Archive Project Vol 302 F 48;ASF.MP.302
770,Piero Carrara I,Piero Carrara,Carrara,,,1609,1609,Venetian Company of Couriers,Courier,"Father of Piero Carrara II, replaced by son",Parent,Piero Carrara II,,1609,,,Veneto,Venice,"Father of Piero Carrara II, replaced by son",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
771,Piero Carrara II,Gian Piero Carrara,Carrara,,,1609,1609,Venetian Company of Couriers,Courier,Appointed 1609 Sept 10 in Place of Piero Carrara his father,Child,Piero Carrara,1609,,,,Veneto,Venice,Appointed 1609 Sept 10 in Place of Piero Carrara his father,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
772,Zuan Antoni Bosis,Giovanni Antonio Bossis,Bossis,,,1609,1609,Venetian Company of Couriers,Courier,,,,1609,,,,Veneto,Venice,Appointed 1609 Aug 21 in place of Zuane Ponchin,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
773,Johann Baptista von Taxis,Jean Baptiste de Tassis; Giovan Baptista,Tassis,1530,1610,1530,1610,Spanish Post,Generalkomissars und Generalgubernators der Posten,"Legitimate son of Giovan Battista, not to be confused with father",Child,Giovan Battista Tassis,1555,,,,Spain;Netherlands;France;England,London,"Legitimate son of Giovan Battista, not to be confused with father","Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
774,Konrad Rott,,Rott,1530,1610,1530,1610,,Merchant,,,,,,,,Germany;HRE,Augsburg,Augsburg merchant interested in bankrolling rival Saxon postal system,,
775,Carlo Tassis,,Tassis,,1610,1566,1610,,,Son of Antonio Tassis,Child,Antonio Tassis,,,,,,,"Son of Antonio Tassis, present in Padua with Gio Batta in 1560s",,"Fürst Thurn und Taxis Hofbibliothek und Zentralarchiv Haus- und Familiensachen, 118"
776,Piero Valle,Pietro Valle,Valle,,,1578,1610,Venetian Company of Couriers,Courier,,,,1578,1610,,,Veneto,Venice,"Appointed 1578 July 3 in place of Juan Domenego Bossis, Penalized for tardiness, accused of stopping in Bergamo in 1600; Replaced by Piero Tirabosco",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 10"
777,Luca Comenduna,Comenduni; Comendunus; Commendon,Comenduno,,1610,1584,1610,Venetian Company of Couriers;Cavallari of Brescia,Courier;Gastaldo;Cavallaro,"Appointed in 1585 July 12 ""in loco de Marc'Antonio Bosis"" Appointed vice gastaldo in Rome in 1605; Replaced by son Egidio following death",Parent,Egidio Comenduno,1585,1610,1598,,Lombardy;Veneto,Bergamo;Venice,"Appointed in 1585 July 12 ""in loco de Marc'Antonio Bosis"" Appointed vice gastaldo in Rome in 1605; Replaced by son Egidio following death","Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.",
778,Domenico Pongin,Domenico Ponzin; Ponchin; Gio Domenico Ponchin,Pongin,,,1598,1610,Venetian Company of Couriers in Rome,Courier,,,,,1610,,,Veneto;Lazio,Venice;Rome,Replaced by Piero Bordogna,,
779,Gio. Domenico Ponchin,Domenico Ponchin,Ponchin,,,1603,1610,Venetian Company of Couriers,Courier,"Appointed 1603 Jun 26 in place of father, Zuanne (actually Zuan Antonio); Replaced by Piero Bordogna",Child,Zuan Antonio Ponchin,1603,1610,,,Veneto,Venice,"Appointed 1603 Jun 26 in place of father, Zuanne (actually Zuan Antonio); Replaced by Piero Bordogna",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
780,Gio. Angelo Rossi,,Rossi,,,1606,1610,Spanish Post of Milan,Courier,,,,1567,,,,Lombardy,Milan,"Appears to live in post house as of 1610 [Gerosa], mentioned in earlier supplication for tax exemption [ACMI.Materie.827.3]","Gerosa, Marco. “Per una biografia di Ottavio Codogno luogotenente delle poste di Milano e autore di guide postali.” In Europa Postale. Edited by Clemente Fedele, Armando Serra, and Marco Gerosa, 231–250. Bergamo, Italy: Museo dei Tasso e della Storia Postale, 2014.","ACMI.Materie.827.3; ASDMi, Sez. X, Visite pastorali, Santo Stefano in Brolio, vol. 21."
781,Carlo Zapata,,Zapata,,,1610,1610,Spanish Post,,,,,,,,,,,,"Fardella de Quernfort, Vincenzo. “Documenti tassiani in Sicilia: La nascita della Regia Correria di Sicilia.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 125–134. Bergamo, Italy: Corponove, 2012.","Archivo General de Simancas, Estado,1299"
782,Caterina Vertua,,Vertua,,,1610,1610,,,"Lives at the ""casa della posta"" with Rossi and Codogno, noted as widow",,,,,,,Lombardy,Milan,"Lives at the ""casa della posta"" with Rossi and Codogno, noted as widow","Gerosa, Marco. “Per una biografia di Ottavio Codogno luogotenente delle poste di Milano e autore di guide postali.” In Europa Postale. Edited by Clemente Fedele, Armando Serra, and Marco Gerosa, 231–250. Bergamo, Italy: Museo dei Tasso e della Storia Postale, 2014.",
783,Gio Franzese,,Franzese,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,Medici Archive Project Vol 302 Fol 63
784,Giovanni Lorenese,,Lorenese,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
785,Jean (francese),,,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
786,Peter Amarothe,Amarot,Amarothe,,,1610,1610,Imperial Post of Cologne; Imperial Post of Frankfurt,,,,,,,,,HRE,,,,HFSA.120
787,Pietro Bordone,,Bordogna?,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
788,Pietro del Rio,,Rio,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,Medici Archive Project Vol 302 Fol 63
789,Pietro di Giovanni del Rio,,Rio,,,1610,1610,Spanish Posts of the Netherlands (?),Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
790,Pietro Prato,,Prato,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
791,Valerio Ciarlini (corriere),,Ciarlini,,,1610,1610,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
792,Francesco d'Antonio Bartolini Baldelli,,Bartolini Baldelli,,1611,1598,1611,Tuscan Couriers,Postmaster General,,,,1598,1611,,,Tuscany,Florence,,"Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.",Medici Archive Project Vol 302 F 34
793,Filippo Brunacchi,,Brunacchi,,,1601,1611,Tuscan Couriers in Venice (Procacci),Leaseholder of Tuscan Procacci,,,,,,,,Tuscany,Florence,,"Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.",
794,Dona Leonora Zapata,Leonor Zapata,Zapata,,,1604,1611,,,Wife of former Zapata postmaster,Spouse,Zapata,,,,,Sicily,Naples,Sues Juan de Tassis for privileges,"Green, Otis H. “Villamediana as Correo Mayor in the Kingdom of Naples.” Hispanic Review 15, no. 2 (1947): 302–6. https://doi.org/10.2307/470360",
795,Leonardo Tassis I,Leonhard,Tassis,1521,1612,1521,1612,Imperial Post of Brussels,Postmaster General,Son of Giovan Baptista I,Child,Giovan Baptista I,1595,1612(?),,,Netherlands,Brussels,Son of Giovan Baptista I,,
796,Leonardo Tassis I,Baron Leonhard Tassis,Tassis,1521,1612,1521,1612,Imperial Post,,Son of Gio Battista Tassis,Child,Gio Battista Tassis,1543,,,,HRE,,,,
797,Lorenzo Bordogna Taxis II,Lorenz Bordogna,Bordogna;Tassis,1574,1612,1574,1612,Imperial Post of Tyrol (Trent),Postmaster,,,,1595,1612,,,Tyrol,Trent,,"Taxis-Bordogna, Lamoral, and Erhard Riedel. Zur Geschichte der Freiherren un Graffen Taxis-Bordogna-Valnigra und ihrer Obrist-Erbpostämter zu Bozen, Trient und an der Etsch. Innsbruck, Austria: Wagner, 1955.",
798,Ferdinando Carlo Taxis Bordogno,,Bordogna;Tassis,,,1605,1612,Imperial Post of Tyrol (Trent),Postmaster,,,,1612,,,,Tyrol,Trent,"Graduates from Padua 1605, takes over office on premature death of Lorenzo Bordogna Taxis II in 1612",,
799,Simoncino (corriere),,,,,1606,1612,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
800,Louise Boisot de Rouha,,Tassis,,,1610,1612,,,Second wife of Leonardo Tassis I,Spouse,Leonardo Tassis I,,,,,,,"Marries in 1610; ""fille au Seigneur de Rouha de qui l'aijeule estoit Antoinette de la Vieville, et fabisfaieule Agnes de Lannoy""","Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.; Engelbert",
801,Giovanni Battista Bartolini Baldelli,,Bartolini Baldelli,,,1611,1612,Tuscan Couriers,Postmaster General,,,,1611,,,,Tuscany,Florence,,,Medici Archive Project Vol 4943 Fol 295
802,Bartolomeo Marenda,,Marenda,,,1612,1612,Cavallari of Bergamo,Cavallaro,,,,1612,,,,Lombardy,Bergamo,,"Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.",
803,Benvenuto Pasini III,Benvenuto Pasini,Pasini,,,1612,1612,Venetian Company of Couriers,Courier;Gastaldo,,,,,1603,,,Veneto,Venice,Seemingly under arrest?,"Foppolo, Bonaventura. “La Mariegola della Compagnia dei Corrieri Veneti.” In Le poste dei Tasso, un’impresa in Europa: Contributi in occasione della mostra I Tasso, l’evoluzione delle poste . . . 28 aprile–3 giugno 1984. Edited by Tarcisio Bottani, 13–45. Bergamo, Italy: Comune di Bergamo, 1984.","Archivio di Stato di Venezia, CX, Criminali, Registri,23"
804,Bernardino Spadola,,Spadola,,,1612,1612,Venetian Company of Couriers in Brescia,Postmaster,,,,,,,,Veneto,Brescia,,,"Archivio di Stato di Venezia, Inquisitori di Stato,1213"
805,G. Maria Maganoni,,Maganoni,,,1612,1612,Cavallari of Bergamo,Cavallaro,,,,1612,,,,Lombardy,Bergamo,,"Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.",
806,Leonora Zapata e Brancia,Boncompagnio,Zapata,,,1612,1612,,,"Daughter of Giovanni Battista Zapata, postmaster of Naples. Marries the Duke of Sora.",Child,Giovanni Battista Zapata,,,,,,,"Daughter of Giovanni Battista Zapata, postmaster of Naples. Marries the Duke of Sora.","Fardella de Quernfort, Vincenzo. “Documenti tassiani in Sicilia: La nascita della Regia Correria di Sicilia.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 125–134. Bergamo, Italy: Corponove, 2012.",
807,Margaretha Damant,,Tassis,,,1612,1612,,,First wife of Leonardo Tassis I,Spouse,Leonardo Tassis I,,,,,,,,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
808,Diego Giacomo Zapata,Diego Zapata,Zapata,1556,1613,1556,1613,Spanish Post of Sicily,Postmaster,Married to Victoria Zapata Tassis in 1579. Also served as senator in Messina (1593-94) and consultore to R. Patrimonio a Palermo (1610-1613),Spouse,Victoria Zapata Tassis,1574,1610,,,Naples,,Married to Victoria Zapata Tassis in 1579. Also served as senator in Messina (1593-94) and consultore to R. Patrimonio a Palermo (1610-1613),"Fardella de Quernfort, Vincenzo. “Documenti tassiani in Sicilia: La nascita della Regia Correria di Sicilia.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 125–134. Bergamo, Italy: Corponove, 2012.",
809,Eneas Tassis,Enea,Tassis,,1613,1556,1613,State in Bergamo,Councilor,Son of Gian Giacomo Tassis (Sandri),Child,Gian Giacomo Tassis (Sandri),1570,,,,Lombardy;Veneto,Bergamo,"Marries Giuli Albani in 1576, daughter of future cardinal",,
810,Hieronimo Tasso,Gerolamo Tassis,Tassis,1578,1613,1600,1613,,,Son of Ruggero and Lucina Cataneo Tasso,Child,Ruggero Tasso,,,,,Lombardy,Milan,Son of Ruggero and Lucina Cataneo Tasso; provides age in nomination for canon of La Scala,"Gerosa, Marco. “Per una biografia di Ottavio Codogno luogotenente delle poste di Milano e autore di guide postali.” In Europa Postale. Edited by Clemente Fedele, Armando Serra, and Marco Gerosa, 231–250. Bergamo, Italy: Museo dei Tasso e della Storia Postale, 2014.",SSP.LEG.1798
811,Domenico Rinaldi,,Rinaldi,,1613,1607,1613,Venetian Company of Couriers,Courier,Appointed 1607 Dec 20 in place of Simon de Zilio; replaced by son Giacomo Rinaldi,Parent,Giacomo Rinaldi,1607,,,,Veneto,Venice,Appointed 1607 Dec 20 in place of Simon de Zilio; replaced by son Giacomo Rinaldi,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
812,Giovanni Brunacchi,,Brunacchi,,,1607,1613,Tuscan Couriers in Venice (Procacci),Postmaster,,,,,,,,Veneto;Tuscany,,,,
813,Domenico Giandazzo,,Giandazzo,,,1613,1613,Postmaster,Venetian Postmaster of Verona,,,,,1613,,,Veneto,Venice,,,
814,Gio. Domenico di Marchi Oste,,Oste,,,1613,1613,Postmaster,Venetian Postmaster of Verona,,,,1613,,,,Veneto,Venice,,,
815,Paolo Tasso,,Tassis,,1613,1613,1613,,,,,,,,,,Austria;Tyrol,Innsbruck,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
816,Prudencia Tassis,,Tassis,,,1613,1613,,,Wife of Gio Battista Tassis of Bretto line,Spouse,Gio Battista Tassis,,,,,Veneto,Venice,Wife of Gio Battista Tassis of Bretto line,,
817,Zanobi Brigliadori,,Brigliadori,,,1613,1613,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
818,Giacomo Maffei,,Maffeis,,,1575,1614,Venetian Company of Couriers,Courier,,,,,1614,,,Veneto,Venice,Accused of hiring postiglione to go in place in 1603,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 35;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
819,Silvestro Gratirolli,Gratariol;Grattaruol,Gratarola,,1614,1576,1614,Venetian Company of Couriers in Rome;Venetian Company of Couriers in Rome,Courier;Postmaster,Son of Lorenzo Gratirolli; Appointed 1576 Feb 4 in place of deceased father; deceased in late 1614/early 1615 and replaced by Bernardo Pesenti,Child,Lorenzo Gratirolli,1576,1614,,1614,Veneto;Lazio,Venice;Rome,Son of Lorenzo Gratirolli; Appointed 1576 Feb 4 in place of deceased father; deceased in late 1614/early 1615 and replaced by Bernardo Pesenti,"Documenti dell'Istituzione
fatta dalla compagnia de Corrieri Veneti delli due viaggi di Roma e Milano e poste (Venice: Perlini, 1790), 33–35.",
820,Zuanne Benzon,Giovanni,Benzon,,1614,1595,1614,Venetian Company of Couriers,Courier,"Appointed 1595 Mar 25 ""per testamento de Bortolo suo padre""; Killed in assault by Montebello, replaced by brother Antonio (father Bortholomaio)",Child,Bortolo Benzon,1595,1614,,,Veneto,Venice,"Appointed 1595 Mar 25 ""per testamento de Bortolo suo padre""; Killed in assault by Montebello, replaced by brother Antonio (father Bortholomaio)",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
